reactionId	compartment	r ; p	ratelaw
vGac207	Nucleus	nuc_gene_i__RABGGTA_ ; nuc_gene_a__RABGGTA_	kGac207 * nuc_gene_i__RABGGTA_
vGac208	Nucleus	nuc_gene_i__CHRNB1_ ; nuc_gene_a__CHRNB1_	kGac208 * nuc_gene_i__CHRNB1_
vGac209	Nucleus	nuc_gene_i__ZBTB4_ ; nuc_gene_a__ZBTB4_	kGac209 * nuc_gene_i__ZBTB4_
vGac210	Nucleus	nuc_gene_i__SLC35G6_ ; nuc_gene_a__SLC35G6_	kGac210 * nuc_gene_i__SLC35G6_
vGac211	Nucleus	nuc_gene_i__DHRS1_ ; nuc_gene_a__DHRS1_	kGac211 * nuc_gene_i__DHRS1_
vGac212	Nucleus	nuc_gene_i__KAT6B_ ; nuc_gene_a__KAT6B_	kGac212 * nuc_gene_i__KAT6B_
vGac213	Nucleus	nuc_gene_i__NOP9_ ; nuc_gene_a__NOP9_	kGac213 * nuc_gene_i__NOP9_
vGac214	Nucleus	nuc_gene_i__DUSP29_ ; nuc_gene_a__DUSP29_	kGac214 * nuc_gene_i__DUSP29_
vGac215	Nucleus	nuc_gene_i__CIDEB_ ; nuc_gene_a__CIDEB_	kGac215 * nuc_gene_i__CIDEB_
vGac216	Nucleus	nuc_gene_i__LTB4R_ ; nuc_gene_a__LTB4R_	kGac216 * nuc_gene_i__LTB4R_
vGac217	Nucleus	nuc_gene_i__NAT8_ ; nuc_gene_a__NAT8_	kGac217 * nuc_gene_i__NAT8_
vGac218	Nucleus	nuc_gene_i__TPRKB_ ; nuc_gene_a__TPRKB_	kGac218 * nuc_gene_i__TPRKB_
vGac219	Nucleus	nuc_gene_i__C2orf78_ ; nuc_gene_a__C2orf78_	kGac219 * nuc_gene_i__C2orf78_
vGac220	Nucleus	nuc_gene_i__STRA6_ ; nuc_gene_a__STRA6_	kGac220 * nuc_gene_i__STRA6_
vGac221	Nucleus	nuc_gene_i__LTN1_ ; nuc_gene_a__LTN1_	kGac221 * nuc_gene_i__LTN1_
vGac222	Nucleus	nuc_gene_i__ADCY4_ ; nuc_gene_a__ADCY4_	kGac222 * nuc_gene_i__ADCY4_
vGac223	Nucleus	nuc_gene_i__RWDD2B_ ; nuc_gene_a__RWDD2B_	kGac223 * nuc_gene_i__RWDD2B_
vGac224	Nucleus	nuc_gene_i__USP16_ ; nuc_gene_a__USP16_	kGac224 * nuc_gene_i__USP16_
vGac225	Nucleus	nuc_gene_i__CYP11A1_ ; nuc_gene_a__CYP11A1_	kGac225 * nuc_gene_i__CYP11A1_
vGac226	Nucleus	nuc_gene_i__CCT8_ ; nuc_gene_a__CCT8_	kGac226 * nuc_gene_i__CCT8_
vGac227	Nucleus	nuc_gene_i__MAP3K7CL_ ; nuc_gene_a__MAP3K7CL_	kGac227 * nuc_gene_i__MAP3K7CL_
vGac228	Nucleus	nuc_gene_i__RIPK3_ ; nuc_gene_a__RIPK3_	kGac228 * nuc_gene_i__RIPK3_
vGac229	Nucleus	nuc_gene_i__SEMA7A_ ; nuc_gene_a__SEMA7A_	kGac229 * nuc_gene_i__SEMA7A_
vGac230	Nucleus	nuc_gene_i__TDRD15_ ; nuc_gene_a__TDRD15_	kGac230 * nuc_gene_i__TDRD15_
vGac231	Nucleus	nuc_gene_i__UBL7_ ; nuc_gene_a__UBL7_	kGac231 * nuc_gene_i__UBL7_
vGac232	Nucleus	nuc_gene_i__RPS6KA1_ ; nuc_gene_a__RPS6KA1_	kGac232*nuc_gene_i__RPS6KA1_
vGac233	Nucleus	nuc_gene_i__SEL1L2_ ; nuc_gene_a__SEL1L2_	kGac233 * nuc_gene_i__SEL1L2_
vGac234	Nucleus	nuc_gene_i__NFATC4_ ; nuc_gene_a__NFATC4_	kGac234 * nuc_gene_i__NFATC4_
vGac235	Nucleus	nuc_gene_i__DHRS4_ ; nuc_gene_a__DHRS4_	kGac235 * nuc_gene_i__DHRS4_
vGac236	Nucleus	nuc_gene_i__SLC25A26_ ; nuc_gene_a__SLC25A26_	kGac236 * nuc_gene_i__SLC25A26_
vGac237	Nucleus	nuc_gene_i__ADIPOR2_ ; nuc_gene_a__ADIPOR2_	kGac237 * nuc_gene_i__ADIPOR2_
vGac238	Nucleus	nuc_gene_i__INPP5D_ ; nuc_gene_a__INPP5D_	kGac238 * nuc_gene_i__INPP5D_
vGac239	Nucleus	nuc_gene_i__ZKSCAN7_ ; nuc_gene_a__ZKSCAN7_	kGac239 * nuc_gene_i__ZKSCAN7_
vGac240	Nucleus	nuc_gene_i__ZNF660_ ; nuc_gene_a__ZNF660_	kGac240 * nuc_gene_i__ZNF660_
vGac241	Nucleus	nuc_gene_i__ZNF197_ ; nuc_gene_a__ZNF197_	kGac241 * nuc_gene_i__ZNF197_
vGac242	Nucleus	nuc_gene_i__ZNF35_ ; nuc_gene_a__ZNF35_	kGac242 * nuc_gene_i__ZNF35_
vGac243	Nucleus	nuc_gene_i__ZNF502_ ; nuc_gene_a__ZNF502_	kGac243 * nuc_gene_i__ZNF502_
vGac244	Nucleus	nuc_gene_i__CACNA2D4_ ; nuc_gene_a__CACNA2D4_	kGac244 * nuc_gene_i__CACNA2D4_
vGac245	Nucleus	nuc_gene_i__ZNF501_ ; nuc_gene_a__ZNF501_	kGac245 * nuc_gene_i__ZNF501_
vGac246	Nucleus	nuc_gene_i__KIAA1143_ ; nuc_gene_a__KIAA1143_	kGac246 * nuc_gene_i__KIAA1143_
vGac247	Nucleus	nuc_gene_i__LRTM2_ ; nuc_gene_a__LRTM2_	kGac247 * nuc_gene_i__LRTM2_
vGac248	Nucleus	nuc_gene_i__DDX51_ ; nuc_gene_a__DDX51_	kGac248 * nuc_gene_i__DDX51_
vGac249	Nucleus	nuc_gene_i__DCP1B_ ; nuc_gene_a__DCP1B_	kGac249 * nuc_gene_i__DCP1B_
vGac250	Nucleus	nuc_gene_i__NOC4L_ ; nuc_gene_a__NOC4L_	kGac250 * nuc_gene_i__NOC4L_
vGac251	Nucleus	nuc_gene_i__CENATAC_ ; nuc_gene_a__CENATAC_	kGac251 * nuc_gene_i__CENATAC_
vGac252	Nucleus	nuc_gene_i__SAG_ ; nuc_gene_a__SAG_	kGac252 * nuc_gene_i__SAG_
vGac253	Nucleus	nuc_gene_i__RPS25_ ; nuc_gene_a__RPS25_	kGac253 * nuc_gene_i__RPS25_
vGac254	Nucleus	nuc_gene_i__KIF15_ ; nuc_gene_a__KIF15_	kGac254 * nuc_gene_i__KIF15_
vGac255	Nucleus	nuc_gene_i__TMEM42_ ; nuc_gene_a__TMEM42_	kGac255 * nuc_gene_i__TMEM42_
vGac256	Nucleus	nuc_gene_i__TGM4_ ; nuc_gene_a__TGM4_	kGac256 * nuc_gene_i__TGM4_
vGac257	Nucleus	nuc_gene_i__MLXIP_ ; nuc_gene_a__MLXIP_	kGac257 * nuc_gene_i__MLXIP_
vGac258	Nucleus	nuc_gene_i__XYLT1_ ; nuc_gene_a__XYLT1_	kGac258 * nuc_gene_i__XYLT1_
vGac259	Nucleus	nuc_gene_i__KPNA7_ ; nuc_gene_a__KPNA7_	kGac259 * nuc_gene_i__KPNA7_
vGac260	Nucleus	nuc_gene_i__RTP1_ ; nuc_gene_a__RTP1_	kGac260 * nuc_gene_i__RTP1_
vGac261	Nucleus	nuc_gene_i__RTP4_ ; nuc_gene_a__RTP4_	kGac261 * nuc_gene_i__RTP4_
vGac262	Nucleus	nuc_gene_i__MASP1_ ; nuc_gene_a__MASP1_	kGac262 * nuc_gene_i__MASP1_
vGac263	Nucleus	nuc_gene_i__PADI1_ ; nuc_gene_a__PADI1_	kGac263 * nuc_gene_i__PADI1_
vGac264	Nucleus	nuc_gene_i__PADI3_ ; nuc_gene_a__PADI3_	kGac264 * nuc_gene_i__PADI3_
vGac265	Nucleus	nuc_gene_i__TMEM131_ ; nuc_gene_a__TMEM131_	kGac265 * nuc_gene_i__TMEM131_
vGac266	Nucleus	nuc_gene_i__FAHD2B_ ; nuc_gene_a__FAHD2B_	kGac266 * nuc_gene_i__FAHD2B_
vGac267	Nucleus	nuc_gene_i__PADI4_ ; nuc_gene_a__PADI4_	kGac267 * nuc_gene_i__PADI4_
vGac268	Nucleus	nuc_gene_i__SLC37A4_ ; nuc_gene_a__SLC37A4_	kGac268 * nuc_gene_i__SLC37A4_
vGac269	Nucleus	nuc_gene_i__ANKRD36_ ; nuc_gene_a__ANKRD36_	kGac269 * nuc_gene_i__ANKRD36_
vGac270	Nucleus	nuc_gene_i__TMPRSS15_ ; nuc_gene_a__TMPRSS15_	kGac270 * nuc_gene_i__TMPRSS15_
vGac271	Nucleus	nuc_gene_i__PADI6_ ; nuc_gene_a__PADI6_	kGac271 * nuc_gene_i__PADI6_
vGac272	Nucleus	nuc_gene_i__HBP1_ ; nuc_gene_a__HBP1_	kGac272 * nuc_gene_i__HBP1_
vGac273	Nucleus	nuc_gene_i__COX5B_ ; nuc_gene_a__COX5B_	kGac273 * nuc_gene_i__COX5B_
vGac274	Nucleus	nuc_gene_i__ACTR1B_ ; nuc_gene_a__ACTR1B_	kGac274 * nuc_gene_i__ACTR1B_
vGac275	Nucleus	nuc_gene_i__RCC2_ ; nuc_gene_a__RCC2_	kGac275 * nuc_gene_i__RCC2_
vGac276	Nucleus	nuc_gene_i__C2orf92_ ; nuc_gene_a__C2orf92_	kGac276 * nuc_gene_i__C2orf92_
vGac277	Nucleus	nuc_gene_i__KRTAP25_1_ ; nuc_gene_a__KRTAP25_1_	kGac277 * nuc_gene_i__KRTAP25_1_
vGac278	Nucleus	nuc_gene_i__CLDN17_ ; nuc_gene_a__CLDN17_	kGac278 * nuc_gene_i__CLDN17_
vGac279	Nucleus	nuc_gene_i__KRTAP24_1_ ; nuc_gene_a__KRTAP24_1_	kGac279 * nuc_gene_i__KRTAP24_1_
vGac280	Nucleus	nuc_gene_i__ANKRD36B_ ; nuc_gene_a__ANKRD36B_	kGac280 * nuc_gene_i__ANKRD36B_
vGac281	Nucleus	nuc_gene_i__ZAP70_ ; nuc_gene_a__ZAP70_	kGac281 * nuc_gene_i__ZAP70_
vGac282	Nucleus	nuc_gene_i__NCAM2_ ; nuc_gene_a__NCAM2_	kGac282 * nuc_gene_i__NCAM2_
vGac283	Nucleus	nuc_gene_i__GPR22_ ; nuc_gene_a__GPR22_	kGac283 * nuc_gene_i__GPR22_
vGac284	Nucleus	nuc_gene_i__PCP4_ ; nuc_gene_a__PCP4_	kGac284 * nuc_gene_i__PCP4_
vGac285	Nucleus	nuc_gene_i__DSCAM_ ; nuc_gene_a__DSCAM_	kGac285 * nuc_gene_i__DSCAM_
vGac286	Nucleus	nuc_gene_i__CLDN8_ ; nuc_gene_a__CLDN8_	kGac286 * nuc_gene_i__CLDN8_
vGac287	Nucleus	nuc_gene_i__DUS4L_ ; nuc_gene_a__DUS4L_	kGac287 * nuc_gene_i__DUS4L_
vGac288	Nucleus	nuc_gene_i__SLC16A1_ ; nuc_gene_a__SLC16A1_	kGac288 * nuc_gene_i__SLC16A1_
vGac289	Nucleus	nuc_gene_i__BCAP29_ ; nuc_gene_a__BCAP29_	kGac289 * nuc_gene_i__BCAP29_
vGac290	Nucleus	nuc_gene_i__MORC3_ ; nuc_gene_a__MORC3_	kGac290 * nuc_gene_i__MORC3_
vGac291	Nucleus	nuc_gene_i__KLLN_ ; nuc_gene_a__KLLN_	kGac291 * nuc_gene_i__KLLN_
vGac292	Nucleus	nuc_gene_i__CHODL_ ; nuc_gene_a__CHODL_	kGac292 * nuc_gene_i__CHODL_
vGac293	Nucleus	nuc_gene_i__ADAMTSL3_ ; nuc_gene_a__ADAMTSL3_	kGac293 * nuc_gene_i__ADAMTSL3_
vGac294	Nucleus	nuc_gene_i__PTEN_ ; nuc_gene_a__PTEN_	kGac294*nuc_gene_i__PTEN_
vGac295	Nucleus	nuc_gene_i__SH3GL3_ ; nuc_gene_a__SH3GL3_	kGac295 * nuc_gene_i__SH3GL3_
vGac296	Nucleus	nuc_gene_i__ZSCAN2_ ; nuc_gene_a__ZSCAN2_	kGac296 * nuc_gene_i__ZSCAN2_
vGac297	Nucleus	nuc_gene_i__WDR73_ ; nuc_gene_a__WDR73_	kGac297 * nuc_gene_i__WDR73_
vGac298	Nucleus	nuc_gene_i__NMB_ ; nuc_gene_a__NMB_	kGac298 * nuc_gene_i__NMB_
vGac299	Nucleus	nuc_gene_i__CBR1_ ; nuc_gene_a__CBR1_	kGac299 * nuc_gene_i__CBR1_
vGac300	Nucleus	nuc_gene_i__SIM2_ ; nuc_gene_a__SIM2_	kGac300 * nuc_gene_i__SIM2_
vGac301	Nucleus	nuc_gene_i__RIPPLY3_ ; nuc_gene_a__RIPPLY3_	kGac301 * nuc_gene_i__RIPPLY3_
vGac302	Nucleus	nuc_gene_i__RNF139_ ; nuc_gene_a__RNF139_	kGac302 * nuc_gene_i__RNF139_
vGac303	Nucleus	nuc_gene_i__C13orf46_ ; nuc_gene_a__C13orf46_	kGac303 * nuc_gene_i__C13orf46_
vGac304	Nucleus	nuc_gene_i__RRP1B_ ; nuc_gene_a__RRP1B_	kGac304 * nuc_gene_i__RRP1B_
vGac305	Nucleus	nuc_gene_i__RASA3_ ; nuc_gene_a__RASA3_	kGac305 * nuc_gene_i__RASA3_
vGac306	Nucleus	nuc_gene_i__AGPAT3_ ; nuc_gene_a__AGPAT3_	kGac306 * nuc_gene_i__AGPAT3_
vGac307	Nucleus	nuc_gene_i__OR4N4_ ; nuc_gene_a__OR4N4_	kGac307 * nuc_gene_i__OR4N4_
vGac308	Nucleus	nuc_gene_i__NIPA1_ ; nuc_gene_a__NIPA1_	kGac308 * nuc_gene_i__NIPA1_
vGac309	Nucleus	nuc_gene_i__CYFIP1_ ; nuc_gene_a__CYFIP1_	kGac309 * nuc_gene_i__CYFIP1_
vGac310	Nucleus	nuc_gene_i__MAGEL2_ ; nuc_gene_a__MAGEL2_	kGac310 * nuc_gene_i__MAGEL2_
vGac311	Nucleus	nuc_gene_i__OR4M2B_ ; nuc_gene_a__OR4M2B_	kGac311 * nuc_gene_i__OR4M2B_
vGac312	Nucleus	nuc_gene_i__TPTE_ ; nuc_gene_a__TPTE_	kGac312 * nuc_gene_i__TPTE_
vGac313	Nucleus	nuc_gene_i__SAA1_ ; nuc_gene_a__SAA1_	kGac313 * nuc_gene_i__SAA1_
vGac314	Nucleus	nuc_gene_i__PCDHA1_ ; nuc_gene_a__PCDHA1_	kGac314 * nuc_gene_i__PCDHA1_
vGac315	Nucleus	nuc_gene_i__PCDHA2_ ; nuc_gene_a__PCDHA2_	kGac315 * nuc_gene_i__PCDHA2_
vGac316	Nucleus	nuc_gene_i__PCDHA3_ ; nuc_gene_a__PCDHA3_	kGac316 * nuc_gene_i__PCDHA3_
vGac317	Nucleus	nuc_gene_i__PCDHA4_ ; nuc_gene_a__PCDHA4_	kGac317 * nuc_gene_i__PCDHA4_
vGac318	Nucleus	nuc_gene_i__PCDHA5_ ; nuc_gene_a__PCDHA5_	kGac318 * nuc_gene_i__PCDHA5_
vGac319	Nucleus	nuc_gene_i__PCDHA6_ ; nuc_gene_a__PCDHA6_	kGac319 * nuc_gene_i__PCDHA6_
vGac320	Nucleus	nuc_gene_i__PCDHA7_ ; nuc_gene_a__PCDHA7_	kGac320 * nuc_gene_i__PCDHA7_
vGac321	Nucleus	nuc_gene_i__PCDHA8_ ; nuc_gene_a__PCDHA8_	kGac321 * nuc_gene_i__PCDHA8_
vGac322	Nucleus	nuc_gene_i__PCDHA9_ ; nuc_gene_a__PCDHA9_	kGac322 * nuc_gene_i__PCDHA9_
vGac323	Nucleus	nuc_gene_i__PCDHA10_ ; nuc_gene_a__PCDHA10_	kGac323 * nuc_gene_i__PCDHA10_
vGac324	Nucleus	nuc_gene_i__PCDHA11_ ; nuc_gene_a__PCDHA11_	kGac324 * nuc_gene_i__PCDHA11_
vGac325	Nucleus	nuc_gene_i__PCDHA12_ ; nuc_gene_a__PCDHA12_	kGac325 * nuc_gene_i__PCDHA12_
vGac326	Nucleus	nuc_gene_i__PCDHA13_ ; nuc_gene_a__PCDHA13_	kGac326 * nuc_gene_i__PCDHA13_
vGac327	Nucleus	nuc_gene_i__PCDHAC2_ ; nuc_gene_a__PCDHAC2_	kGac327 * nuc_gene_i__PCDHAC2_
vGac328	Nucleus	nuc_gene_i__PCDHB1_ ; nuc_gene_a__PCDHB1_	kGac328 * nuc_gene_i__PCDHB1_
vGac329	Nucleus	nuc_gene_i__PCDHAC1_ ; nuc_gene_a__PCDHAC1_	kGac329 * nuc_gene_i__PCDHAC1_
vGac330	Nucleus	nuc_gene_i__PCDHB2_ ; nuc_gene_a__PCDHB2_	kGac330 * nuc_gene_i__PCDHB2_
vGac331	Nucleus	nuc_gene_i__PCDHB4_ ; nuc_gene_a__PCDHB4_	kGac331 * nuc_gene_i__PCDHB4_
vGac332	Nucleus	nuc_gene_i__PCDHB5_ ; nuc_gene_a__PCDHB5_	kGac332 * nuc_gene_i__PCDHB5_
vGac333	Nucleus	nuc_gene_i__ZNF558_ ; nuc_gene_a__ZNF558_	kGac333 * nuc_gene_i__ZNF558_
vGac334	Nucleus	nuc_gene_i__RIPK4_ ; nuc_gene_a__RIPK4_	kGac334 * nuc_gene_i__RIPK4_
vGac335	Nucleus	nuc_gene_i__PCDHB6_ ; nuc_gene_a__PCDHB6_	kGac335 * nuc_gene_i__PCDHB6_
vGac336	Nucleus	nuc_gene_i__HPS5_ ; nuc_gene_a__HPS5_	kGac336 * nuc_gene_i__HPS5_
vGac337	Nucleus	nuc_gene_i__MBD3L1_ ; nuc_gene_a__MBD3L1_	kGac337 * nuc_gene_i__MBD3L1_
vGac338	Nucleus	nuc_gene_i__PCDHB7_ ; nuc_gene_a__PCDHB7_	kGac338 * nuc_gene_i__PCDHB7_
vGac339	Nucleus	nuc_gene_i__PCDHB8_ ; nuc_gene_a__PCDHB8_	kGac339 * nuc_gene_i__PCDHB8_
vGac340	Nucleus	nuc_gene_i__PCDHB16_ ; nuc_gene_a__PCDHB16_	kGac340 * nuc_gene_i__PCDHB16_
vGac341	Nucleus	nuc_gene_i__TFF2_ ; nuc_gene_a__TFF2_	kGac341 * nuc_gene_i__TFF2_
vGac342	Nucleus	nuc_gene_i__PCDHB9_ ; nuc_gene_a__PCDHB9_	kGac342 * nuc_gene_i__PCDHB9_
vGac343	Nucleus	nuc_gene_i__PCDHB10_ ; nuc_gene_a__PCDHB10_	kGac343 * nuc_gene_i__PCDHB10_
vGac344	Nucleus	nuc_gene_i__PCDHB11_ ; nuc_gene_a__PCDHB11_	kGac344 * nuc_gene_i__PCDHB11_
vGac345	Nucleus	nuc_gene_i__TFF1_ ; nuc_gene_a__TFF1_	kGac345 * nuc_gene_i__TFF1_
vGac346	Nucleus	nuc_gene_i__PCDHB12_ ; nuc_gene_a__PCDHB12_	kGac346 * nuc_gene_i__PCDHB12_
vGac347	Nucleus	nuc_gene_i__PCDHB13_ ; nuc_gene_a__PCDHB13_	kGac347 * nuc_gene_i__PCDHB13_
vGac348	Nucleus	nuc_gene_i__PCDHB14_ ; nuc_gene_a__PCDHB14_	kGac348 * nuc_gene_i__PCDHB14_
vGac349	Nucleus	nuc_gene_i__PCDHB15_ ; nuc_gene_a__PCDHB15_	kGac349 * nuc_gene_i__PCDHB15_
vGac350	Nucleus	nuc_gene_i__GTF2H1_ ; nuc_gene_a__GTF2H1_	kGac350 * nuc_gene_i__GTF2H1_
vGac351	Nucleus	nuc_gene_i__UBASH3A_ ; nuc_gene_a__UBASH3A_	kGac351 * nuc_gene_i__UBASH3A_
vGac352	Nucleus	nuc_gene_i__MED10_ ; nuc_gene_a__MED10_	kGac352 * nuc_gene_i__MED10_
vGac353	Nucleus	nuc_gene_i__RNF135_ ; nuc_gene_a__RNF135_	kGac353 * nuc_gene_i__RNF135_
vGac354	Nucleus	nuc_gene_i__UBE2QL1_ ; nuc_gene_a__UBE2QL1_	kGac354 * nuc_gene_i__UBE2QL1_
vGac355	Nucleus	nuc_gene_i__OMG_ ; nuc_gene_a__OMG_	kGac355 * nuc_gene_i__OMG_
vGac356	Nucleus	nuc_gene_i__EVI2B_ ; nuc_gene_a__EVI2B_	kGac356 * nuc_gene_i__EVI2B_
vGac357	Nucleus	nuc_gene_i__H2BC12L_ ; nuc_gene_a__H2BC12L_	kGac357 * nuc_gene_i__H2BC12L_
vGac358	Nucleus	nuc_gene_i__HSF1_ ; nuc_gene_a__HSF1_	kGac358 * nuc_gene_i__HSF1_
vGac359	Nucleus	nuc_gene_i__DNMT3L_ ; nuc_gene_a__DNMT3L_	kGac359 * nuc_gene_i__DNMT3L_
vGac360	Nucleus	nuc_gene_i__CFAP410_ ; nuc_gene_a__CFAP410_	kGac360 * nuc_gene_i__CFAP410_
vGac361	Nucleus	nuc_gene_i__KRTAP10_1_ ; nuc_gene_a__KRTAP10_1_	kGac361 * nuc_gene_i__KRTAP10_1_
vGac362	Nucleus	nuc_gene_i__KRTAP10_2_ ; nuc_gene_a__KRTAP10_2_	kGac362 * nuc_gene_i__KRTAP10_2_
vGac363	Nucleus	nuc_gene_i__KRTAP10_3_ ; nuc_gene_a__KRTAP10_3_	kGac363 * nuc_gene_i__KRTAP10_3_
vGac364	Nucleus	nuc_gene_i__KRTAP10_5_ ; nuc_gene_a__KRTAP10_5_	kGac364 * nuc_gene_i__KRTAP10_5_
vGac365	Nucleus	nuc_gene_i__KRTAP10_6_ ; nuc_gene_a__KRTAP10_6_	kGac365 * nuc_gene_i__KRTAP10_6_
vGac366	Nucleus	nuc_gene_i__KRTAP10_7_ ; nuc_gene_a__KRTAP10_7_	kGac366 * nuc_gene_i__KRTAP10_7_
vGac367	Nucleus	nuc_gene_i__KRTAP10_8_ ; nuc_gene_a__KRTAP10_8_	kGac367 * nuc_gene_i__KRTAP10_8_
vGac368	Nucleus	nuc_gene_i__KRTAP10_10_ ; nuc_gene_a__KRTAP10_10_	kGac368 * nuc_gene_i__KRTAP10_10_
vGac369	Nucleus	nuc_gene_i__KRTAP10_11_ ; nuc_gene_a__KRTAP10_11_	kGac369 * nuc_gene_i__KRTAP10_11_
vGac370	Nucleus	nuc_gene_i__KRTAP12_4_ ; nuc_gene_a__KRTAP12_4_	kGac370 * nuc_gene_i__KRTAP12_4_
vGac371	Nucleus	nuc_gene_i__KRTAP12_3_ ; nuc_gene_a__KRTAP12_3_	kGac371 * nuc_gene_i__KRTAP12_3_
vGac372	Nucleus	nuc_gene_i__KRTAP12_2_ ; nuc_gene_a__KRTAP12_2_	kGac372 * nuc_gene_i__KRTAP12_2_
vGac373	Nucleus	nuc_gene_i__KRTAP12_1_ ; nuc_gene_a__KRTAP12_1_	kGac373 * nuc_gene_i__KRTAP12_1_
vGac374	Nucleus	nuc_gene_i__DGAT1_ ; nuc_gene_a__DGAT1_	kGac374 * nuc_gene_i__DGAT1_
vGac375	Nucleus	nuc_gene_i__OLIG1_ ; nuc_gene_a__OLIG1_	kGac375 * nuc_gene_i__OLIG1_
vGac376	Nucleus	nuc_gene_i__SCRT1_ ; nuc_gene_a__SCRT1_	kGac376 * nuc_gene_i__SCRT1_
vGac377	Nucleus	nuc_gene_i__POTED_ ; nuc_gene_a__POTED_	kGac377 * nuc_gene_i__POTED_
vGac378	Nucleus	nuc_gene_i__TMEM249_ ; nuc_gene_a__TMEM249_	kGac378 * nuc_gene_i__TMEM249_
vGac379	Nucleus	nuc_gene_i__LDHA_ ; nuc_gene_a__LDHA_	kGac379 * nuc_gene_i__LDHA_
vGac380	Nucleus	nuc_gene_i__FBXL6_ ; nuc_gene_a__FBXL6_	kGac380 * nuc_gene_i__FBXL6_
vGac381	Nucleus	nuc_gene_i__ADCK5_ ; nuc_gene_a__ADCK5_	kGac381 * nuc_gene_i__ADCK5_
vGac382	Nucleus	nuc_gene_i__UMODL1_ ; nuc_gene_a__UMODL1_	kGac382 * nuc_gene_i__UMODL1_
vGac383	Nucleus	nuc_gene_i__KRTAP8_1_ ; nuc_gene_a__KRTAP8_1_	kGac383 * nuc_gene_i__KRTAP8_1_
vGac384	Nucleus	nuc_gene_i__KRTAP7_1_ ; nuc_gene_a__KRTAP7_1_	kGac384 * nuc_gene_i__KRTAP7_1_
vGac385	Nucleus	nuc_gene_i__KRTAP11_1_ ; nuc_gene_a__KRTAP11_1_	kGac385 * nuc_gene_i__KRTAP11_1_
vGac386	Nucleus	nuc_gene_i__KRTAP19_8_ ; nuc_gene_a__KRTAP19_8_	kGac386 * nuc_gene_i__KRTAP19_8_
vGac387	Nucleus	nuc_gene_i__ERVH48_1_ ; nuc_gene_a__ERVH48_1_	kGac387 * nuc_gene_i__ERVH48_1_
vGac388	Nucleus	nuc_gene_i__LIPI_ ; nuc_gene_a__LIPI_	kGac388 * nuc_gene_i__LIPI_
vGac389	Nucleus	nuc_gene_i__KRTAP10_9_ ; nuc_gene_a__KRTAP10_9_	kGac389 * nuc_gene_i__KRTAP10_9_
vGac390	Nucleus	nuc_gene_i__KRTAP10_4_ ; nuc_gene_a__KRTAP10_4_	kGac390 * nuc_gene_i__KRTAP10_4_
vGac391	Nucleus	nuc_gene_i__IGSF5_ ; nuc_gene_a__IGSF5_	kGac391 * nuc_gene_i__IGSF5_
vGac392	Nucleus	nuc_gene_i__MEF2D_ ; nuc_gene_a__MEF2D_	kGac392 * nuc_gene_i__MEF2D_
vGac393	Nucleus	nuc_gene_i__IQGAP3_ ; nuc_gene_a__IQGAP3_	kGac393 * nuc_gene_i__IQGAP3_
vGac394	Nucleus	nuc_gene_i__TTC24_ ; nuc_gene_a__TTC24_	kGac394 * nuc_gene_i__TTC24_
vGac395	Nucleus	nuc_gene_i__CPSF1_ ; nuc_gene_a__CPSF1_	kGac395 * nuc_gene_i__CPSF1_
vGac396	Nucleus	nuc_gene_i__HAPLN2_ ; nuc_gene_a__HAPLN2_	kGac396 * nuc_gene_i__HAPLN2_
vGac397	Nucleus	nuc_gene_i__GPATCH4_ ; nuc_gene_a__GPATCH4_	kGac397 * nuc_gene_i__GPATCH4_
vGac398	Nucleus	nuc_gene_i__MZT1_ ; nuc_gene_a__MZT1_	kGac398 * nuc_gene_i__MZT1_
vGac399	Nucleus	nuc_gene_i__KBTBD4_ ; nuc_gene_a__KBTBD4_	kGac399 * nuc_gene_i__KBTBD4_
vGac400	Nucleus	nuc_gene_i__ERICH6B_ ; nuc_gene_a__ERICH6B_	kGac400 * nuc_gene_i__ERICH6B_
vGac401	Nucleus	nuc_gene_i__FAM180B_ ; nuc_gene_a__FAM180B_	kGac401 * nuc_gene_i__FAM180B_
vGac402	Nucleus	nuc_gene_i__C1QTNF4_ ; nuc_gene_a__C1QTNF4_	kGac402 * nuc_gene_i__C1QTNF4_
vGac403	Nucleus	nuc_gene_i__KLHL1_ ; nuc_gene_a__KLHL1_	kGac403 * nuc_gene_i__KLHL1_
vGac404	Nucleus	nuc_gene_i__MCM3AP_ ; nuc_gene_a__MCM3AP_	kGac404 * nuc_gene_i__MCM3AP_
vGac405	Nucleus	nuc_gene_i__FREM2_ ; nuc_gene_a__FREM2_	kGac405 * nuc_gene_i__FREM2_
vGac406	Nucleus	nuc_gene_i__PRR20B_ ; nuc_gene_a__PRR20B_	kGac406 * nuc_gene_i__PRR20B_
vGac407	Nucleus	nuc_gene_i__PRR20D_ ; nuc_gene_a__PRR20D_	kGac407 * nuc_gene_i__PRR20D_
vGac408	Nucleus	nuc_gene_i__FNBP4_ ; nuc_gene_a__FNBP4_	kGac408 * nuc_gene_i__FNBP4_
vGac409	Nucleus	nuc_gene_i__PRR20E_ ; nuc_gene_a__PRR20E_	kGac409 * nuc_gene_i__PRR20E_
vGac410	Nucleus	nuc_gene_i__VPS28_ ; nuc_gene_a__VPS28_	kGac410 * nuc_gene_i__VPS28_
